"","spp","ncells","nrecords","span"
"1873","Galium angustifolium",1269,2055,120967.652819537
"1874","Phlox diffusa",389,499,120963.822611358
"1875","Eriogonum tripodum",46,82,120962.404580682
"1876","Montia dichotoma",10,14,120888.930127796
"1877","Potentilla grayi",31,40,120844.799327678
"1878","Mohavea confertiflora",331,427,120770.359152139
"1879","Leptosyne calliopsidea",175,270,120764.811098268
"1880","Thysanocarpus radians",150,187,120760.31476121
"1881","Sagina saginoides",210,245,120691.440925301
"1882","Leptosiphon pygmaeus",142,180,120690.44897793
"1883","Phalacroseris bolanderi",60,95,120656.684076033
"1884","Lepidium ramosissimum",13,14,120588.95184328
"1885","Arctostaphylos patula",833,1645,120579.877373123
"1886","Triteleia laxa",468,576,120477.444781089
"1887","Gayophytum racemosum",98,127,120467.617823816
"1888","Lasthenia glaberrima",174,242,120378.891249024
"1889","Astragalus canadensis",33,66,120341.367742824
"1890","Minuartia californica",189,253,120336.374196444
"1891","Microseris bigelovii",68,104,120159.468071127
"1892","Psilostrophe cooperi",155,234,120157.109754881
"1893","Pogogyne zizyphoroides",102,132,120123.421732387
"1894","Mimulus pulsiferae",113,134,120110.329399586
"1895","Marah macrocarpa",751,1054,120058.326413851
"1896","Microseris elegans",82,110,120023.274828784
"1897","Aloysia wrightii",36,74,119982.602336435
"1898","Verbena bracteata",120,180,119975.895591105
"1899","Solidago spectabilis",63,92,119921.88293579
"1900","Erigeron pumilus",117,146,119903.578827666
"1901","Trifolium grayi",32,44,119855.067902928
"1902","Hastingsia serpentinicola",44,52,119837.936391261
"1903","Leptosiphon filipes",95,110,119827.728281891
"1904","Phacelia congdonii",27,42,119736.912887816
"1905","Erigeron greenei",28,32,119655.508690415
"1906","Ceanothus jepsonii",201,356,119654.916981572
"1907","Phacelia lemmonii",58,77,119646.526701812
"1908","Silene bridgesii",47,61,119623.427443217
"1909","Ceanothus diversifolius",85,124,119608.571109079
"1910","Lewisia rediviva",161,220,119451.933093521
"1911","Stipa parishii",233,333,119445.221107183
"1912","Senecio hydrophilus",99,141,119444.405143024
"1913","Eriogonum lobbii",176,243,119430.670927294
"1914","Sanicula graveolens",262,324,119418.728875165
"1915","Streptopus amplexifolius",70,82,119374.023921481
"1916","Streptanthus breweri",123,182,119358.702473837
"1917","Eleocharis palustris",212,249,119345.272428018
"1918","Valeriana californica",171,224,119278.489525491
"1919","Veratrum californicum",254,339,119258.078624143
"1920","Carex hirtissima",48,75,119237.888757347
"1921","Carex laeviculmis",80,114,119222.194776094
"1922","Gilia ophthalmoides",102,142,119215.31996101
"1923","Nemophila heterophylla",475,676,119212.904455481
"1924","Bolboschoenus fluviatilis",30,37,119165.017380125
"1925","Leptosiphon grandiflorus",73,122,119160.632354667
"1926","Lonicera cauriana",32,49,119144.986498887
"1927","Cuscuta indecora",57,79,119002.543211245
"1928","Maianthemum dilatatum",47,68,118957.250213844
"1929","Castilleja subinclusa",269,352,118955.895707578
"1930","Navarretia heterandra",96,139,118880.663927394
"1931","Kyhosia bolanderi",101,145,118856.995445928
"1932","Cryptantha oxygona",199,278,118826.899745629
"1933","Calochortus invenustus",227,306,118674.131383665
"1934","Plagiobothrys cognatus",115,146,118626.49724696
"1935","Carex raynoldsii",101,145,118610.673214007
"1936","Sphenosciadium capitellatum",283,401,118537.060170948
"1937","Orobanche fasciculata",362,397,118477.35183055
"1938","Epilobium howellii",11,16,118466.680058831
"1939","Camassia leichtlinii",24,26,118443.410161063
"1940","Orthocarpus cuspidatus",220,309,118437.212572097
"1941","Micranthes californica",608,785,118405.530229392
"1942","Navarretia myersii",11,17,118370.49534551
"1943","Eremogone kingii",367,537,118347.828514627
"1944","Nicotiana attenuata",359,451,118296.540306334
"1945","Galium californicum",288,460,118255.756713218
"1946","Aphanes occidentalis",214,269,118196.338061137
"1947","Eleocharis bolanderi",32,41,118166.134148935
"1948","Stachys ajugoides",184,270,118133.223175503
"1949","Cryptantha subretusa",15,19,118070.055833946
"1950","Salix melanopsis",253,868,118050.53616763
"1951","Typha domingensis",325,434,117902.570106826
"1952","Washingtonia filifera",22,39,117893.122062393
"1953","Penstemon utahensis",56,105,117819.17048603
"1954","Mimulus evanescens",2,3,117767.217143787
"1955","Ribes lacustre",84,119,117710.980959043
"1956","Acmispon argyraeus",114,175,117701.190408177
"1957","Eriogonum ampullaceum",25,39,117698.034048917
"1958","Micranthes integrifolia",40,53,117688.286088447
"1959","Erysimum perenne",448,632,117668.055811493
"1960","Amelanchier utahensis",777,1133,117610.044064311
"1961","Castilleja pruinosa",188,258,117573.432750246
"1962","Mentzelia congesta",195,269,117539.390145889
"1963","Persicaria punctata",329,478,117513.739945263
"1964","Phacelia perityloides",45,57,117443.363881663
"1965","Sporobolus contractus",51,66,117386.036451831
"1966","Juncus howellii",79,122,117347.333240571
"1967","Ceanothus parvifolius",107,167,117303.916882497
"1968","Typha latifolia",293,378,117288.319395752
"1969","Galium matthewsii",59,96,117284.008058283
"1970","Gamochaeta ustulata",195,244,117270.723035947
"1971","Collinsia sparsiflora",404,551,117202.328357068
"1972","Pinus flexilis",161,340,117193.407763253
"1973","Cylindropuntia ramosissima",82,106,117162.175595751
"1974","Linanthus pungens",541,701,117093.361781011
"1975","Mimulus rubellus",156,201,117037.95799122
"1976","Eriastrum sapphirinum",638,895,117031.717071485
"1977","Ephedra funerea",86,190,117010.883476744
"1978","Eleocharis bernardina",10,26,116976.334715672
"1979","Oenothera elata",469,640,116936.774042987
"1980","Oligomeris linifolia",479,607,116927.811761493
"1981","Jepsonia malvifolia",68,101,116862.618817104
"1982","Quercus tomentella",109,384,116841.051066411
"1983","Micranthes nidifica",145,161,116806.915903044
"1984","Horkeliella congdonis",38,55,116799.624608436
"1985","Mimulus angustatus",45,65,116722.727145609
"1986","Scirpus congdonii",65,89,116716.593167222
"1987","Vicia hassei",97,122,116685.48813556
"1988","Scrophularia californica",899,1164,116684.892312761
"1989","Trifolium gymnocarpon",7,9,116614.28418924
"1990","Eriogonum umbellatum",1918,3287,116585.592362157
"1991","Trifolium beckwithii",22,30,116556.769617176
"1992","Salix boothii",65,191,116528.523097988
"1993","Aristolochia californica",205,289,116481.869981732
"1994","Eriogonum grande",101,259,116451.735055114
"1995","Rotala ramosior",52,63,116427.749847864
"1996","Arceuthobium campylopodum",686,1078,116389.232838093
"1997","Hemizonia congesta",666,1219,116385.90548733
"1998","Orcuttia tenuis",92,233,116331.207041511
"1999","Sericocarpus oregonensis",130,180,116300.938595675
"2000","Pinguicula macroceras",21,33,116267.24324766
"2001","Lomatium bicolor",63,85,116193.662208528
"2002","Plagiobothrys nothofulvus",780,1052,116189.829725731
"2003","Eriogonum panamintense",47,71,116153.339384504
"2004","Pseudotsuga menziesii",392,534,116131.152020623
"2005","Astragalus gambelianus",558,789,116111.888192069
"2006","Erigeron lassenianus",76,114,116078.660870035
"2007","Rudbeckia occidentalis",33,45,116011.331767148
"2008","Castela emoryi",73,145,116006.740676327
"2009","Argyrochosma jonesii",70,102,115976.504870888
"2010","Rubus leucodermis",305,422,115946.653692355
"2011","Carex neurophora",5,8,115932.067714822
"2012","Monardella sinuata",53,99,115852.379483917
"2013","Hosackia incana",22,36,115819.568496348
"2014","Balsamorhiza macrolepis",17,25,115817.835626191
"2015","Pediomelum castoreum",18,32,115808.129618548
"2016","Trifolium breweri",125,167,115768.905677884
"2017","Adenostoma sparsifolium",186,354,115672.477068452
"2018","Cryptantha hooveri",6,23,115654.7583862
"2019","Baileya multiradiata",163,231,115615.148620867
"2020","Melica subulata",243,321,115580.452110406
"2021","Pteridium aquilinum",558,754,115580.452110406
"2022","Allium praecox",187,299,115521.941373583
"2023","Quercus pacifica",132,362,115470.762547219
"2024","Ribes amarum",205,398,115465.177659298
"2025","Quercus berberidifolia",783,1158,115427.060090151
"2026","Psilocarphus tenellus",496,628,115410.646643273
"2027","Cynoglossum grande",370,453,115382.370389407
"2028","Claytonia gypsophiloides",94,131,115364.661669375
"2029","Cryptantha maritima",573,775,115345.98505667
"2030","Astragalus nutans",69,105,115282.052359302
"2031","Ammannia coccinea",133,208,115262.239142472
"2032","Digitaria californica",6,12,115245.686955829
"2033","Aspidotis carlotta-halliae",39,70,115207.515840477
"2034","Lonicera hispidula",548,791,114986.582345778
"2035","Acmispon denticulatus",70,96,114907.110924935
"2036","Castilleja lacera",228,274,114885.114965945
"2037","Sceptridium multifidum",93,115,114879.30877513
"2038","Ribes cereum",900,1443,114871.242321736
"2039","Iliamna bakeri",51,88,114779.628242801
"2040","Malacothamnus orbiculatus",65,87,114778.502647576
"2041","Clarkia amoena",207,314,114775.843244069
"2042","Allium tribracteatum",30,36,114715.075362916
"2043","Rumex crassus",54,74,114568.393843097
"2044","Erigeron breweri",583,892,114542.17487777
"2045","Juncus kelloggii",31,45,114476.543242313
"2046","Hulsea heterochroma",139,205,114454.615940453
"2047","Poa macrantha",37,63,114417.471585018
"2048","Eriogonum elegans",42,63,114396.922353268
"2049","Meconella californica",89,145,114376.112775999
"2050","Teucrium cubense",9,18,114313.568118169
"2051","Pholistoma racemosum",170,302,114308.020402426
"2052","Festuca subulata",87,120,114307.362365357
"2053","Potentilla hickmanii",7,28,114208.655692012
"2054","Phacelia mohavensis",112,177,114194.737169836
"2055","Piperia elongata",95,128,114192.715540042
"2056","Aphanisma blitoides",45,73,114122.795108552
"2057","Streptanthus batrachopus",16,39,114117.726552282
"2058","Carsonia sparsifolia",27,51,114048.183883807
"2059","Agave deserti",99,172,114041.600292308
"2060","Fritillaria biflora",236,321,114022.837584107
"2061","Pluchea sericea",337,532,113982.228078033
"2062","Salix geyeriana",180,351,113856.049681914
"2063","Proboscidea althaeifolia",53,67,113850.84980373
"2064","Eriogonum glandulosum",14,19,113771.381490183
"2065","Ambrosia acanthicarpa",459,632,113744.487116653
"2066","Silene verecunda",452,716,113698.843036463
"2067","Frankenia palmeri",10,21,113683.268963358
"2068","Plectritis ciliosa",448,569,113636.029907603
"2069","Malacothrix stebbinsii",43,53,113603.051264902
"2070","Garrya flavescens",603,1008,113577.901204472
"2071","Torreyochloa erecta",30,36,113574.258950245
"2072","Calochortus luteus",272,330,113508.533558826
"2073","Enemion occidentale",100,139,113495.263982446
"2074","Delphinium antoninum",23,29,113459.510024508
"2075","Sarcodes sanguinea",194,270,113432.510714135
"2076","Primula jeffreyi",226,334,113354.010532853
"2077","Salvia leucophylla",245,352,113263.677339707
"2078","Sidalcea glaucescens",179,266,113188.589066074
"2079","Viola bakeri",87,123,113184.774734351
"2080","Juncus laccatus",57,85,113104.831824566
"2081","Croton setiger",677,852,113101.0153233
"2082","Drosera anglica",27,52,113089.763917197
"2083","Hulsea vestita",386,673,113088.672582175
"2084","Gutierrezia microcephala",296,452,113083.50682622
"2085","Carex preslii",85,117,113072.328911216
"2086","Grindelia camporum",423,525,113071.146956612
"2087","Navarretia squarrosa",187,252,113020.257591383
"2088","Mimulus breweri",427,560,112983.684642839
"2089","Acmispon dendroideus",121,286,112970.32117849
"2090","Chrysothamnus humilis",14,23,112940.635701002
"2091","Lomatium piperi",16,20,112905.950434461
"2092","Elymus multisetus",605,814,112896.694685142
"2093","Erigeron nivalis",6,6,112852.309787013
"2094","Dendromecon harfordii",86,266,112811.574067665
"2095","Gilia leptantha",231,441,112806.681947911
"2096","Juncus capillaris",19,22,112679.511866767
"2097","Astragalus calycosus",55,82,112676.062489699
"2098","Lonicera conjugialis",280,413,112663.90413706
"2099","Comandra umbellata",223,343,112642.212648165
"2100","Astragalus obscurus",10,14,112616.570976027
"2101","Polygonum californicum",116,149,112546.249366921
"2102","Calamagrostis canadensis",245,384,112521.612113818
"2103","Galium bifolium",177,227,112510.828363391
"2104","Salvia pachyphylla",168,305,112508.803159668
"2105","Heliomeris multiflora",59,84,112470.25795143
"2106","Epilobium canum",1692,2791,112343.567034894
"2107","Silene suksdorfii",5,15,112302.170589399
"2108","Olsynium douglasii",36,41,112282.863899909
"2109","Syntrichopappus fremontii",305,391,112201.723038579
"2110","Calystegia malacophylla",286,401,112198.268462753
"2111","Lyonothamnus floribundus",136,487,112081.633231869
"2112","Extriplex joaquinana",82,141,112007.91559192
"2113","Claytonia sibirica",177,219,111921.685373979
"2114","Stipa latiglumis",34,44,111842.788417882
"2115","Penstemon rostriflorus",391,574,111834.550573596
"2116","Prunus virginiana",680,1002,111830.182371746
"2117","Boechera lemmonii",226,380,111789.238104417
"2118","Trifolium macraei",94,126,111785.058557724
"2119","Cardamine oligosperma",394,523,111748.583099698
"2120","Dichelostemma congestum",63,74,111654.77295543
"2121","Petalonyx linearis",25,42,111596.945043813
"2122","Cucurbita palmata",210,262,111555.659801043
"2123","Lewisia triphylla",226,281,111525.207685002
"2124","Cardamine nuttallii",92,117,111516.681431136
"2125","Toxicoscordion fremontii",476,633,111498.829524449
"2126","Juncus macrophyllus",351,514,111405.092085758
"2127","Artemisia pycnocephala",126,236,111314.482160701
"2128","Oemleria cerasiformis",394,565,111311.002856174
"2129","Layia chrysanthemoides",161,265,111282.940714536
"2130","Amaranthus powellii",99,141,111247.98987637
"2131","Rumex paucifolius",239,350,111193.428591194
"2132","Erigeron coulteri",245,328,111097.212515599
"2133","Boechera arcuata",235,287,111096.160967724
"2134","Apocynum cannabinum",281,395,111017.295800174
"2135","Plantago patagonica",223,262,111013.551593095
"2136","Ephedra californica",489,1014,110964.68006404
"2137","Vicia ludoviciana",164,221,110955.242480719
"2138","Mirabilis laevis",1560,2331,110934.753924177
"2139","Leptosyne stillmanii",31,50,110908.139740935
"2140","Phacelia affinis",103,136,110898.478709028
"2141","Mimulus cardinalis",527,663,110861.771357117
"2142","Acmispon procumbens",189,269,110836.838920321
"2143","Psorothamnus fremontii",155,212,110834.818432696
"2144","Calamagrostis nutkaensis",112,176,110827.467642756
"2145","Astragalus asymmetricus",57,100,110792.484637078
"2146","Carex harfordii",117,257,110766.288075216
"2147","Pogogyne douglasii",162,255,110712.468090622
"2148","Bromus carinatus",2106,3169,110701.605177826
"2149","Navarretia linearifolia",140,207,110686.588075312
"2150","Carex subbracteata",126,240,110678.562621004
"2151","Cicendia quadrangularis",86,98,110660.954575183
"2152","Hesperolinon clevelandii",60,88,110635.938140649
"2153","Packera cana",254,367,110564.727931821
"2154","Luzula subcongesta",90,114,110563.167987464
"2155","Holodiscus discolor",1438,2123,110546.121297492
"2156","Phoradendron bolleanum",458,755,110528.122998846
"2157","Atriplex gardneri",7,8,110498.458748163
"2158","Ceanothus integerrimus",1234,1919,110470.525514869
"2159","Lathyrus jepsonii",225,333,110448.989532398
"2160","Githopsis pulchella",120,157,110429.884364191
"2161","Microsteris gracilis",789,987,110417.503120907
"2162","Trifolium depauperatum",636,971,110403.566801952
"2163","Euphorbia pediculifera",37,53,110387.53538499
"2164","Bouteloua curtipendula",75,105,110300.727720728
"2165","Camissoniopsis intermedia",250,291,110292.704001898
"2166","Erigeron bloomeri",143,197,110263.426315109
"2167","Polemonium chartaceum",15,51,110221.530944056
"2168","Hilaria jamesii",84,120,110183.469528374
"2169","Triteleia peduncularis",74,91,110139.701873998
"2170","Grindelia nana",29,29,110120.873619946
"2171","Cystopteris fragilis",736,1000,110117.339510949
"2172","Geranium californicum",99,138,110085.953969284
"2173","Packera subnuda",44,78,110068.661012
"2174","Cirsium brevistylum",150,201,110054.912064415
